Region,Decade,Age_Bin,dbh_best_dist,dbh_w_aic,dbh_g_aic,dbh_ln_aic,ht_best_dist,ht_w_aic,ht_g_aic,ht_ln_aic
Auckland,2000s,21,Gamma,-682.1404304821924,-740.1433143331392,-733.9282381982636,Gamma,-1175.8502473631245,-1178.867259204053,-1172.3743142354538
Auckland,2000s,22,Gamma,-1815.9898395792281,-1931.6126002179901,-1920.907591016173,Gamma,-2376.5244621109305,-2534.2835282660926,-2533.5831108003053
Auckland,2000s,23,Gamma,-840.7581218462515,-898.4323757604926,-894.6446812835512,Gamma,-1380.584764133154,-1462.1985753647377,-1457.8590164226214
Auckland,2000s,24,Gamma,-1471.5533479300561,-1598.7118018949247,-1595.2788309940818,Gamma,-2081.273567813314,-2126.50502006328,-2118.2794441116444
Auckland,2000s,25,Gamma,-777.6182027392341,-860.5026824456145,-860.2499683732607,Lognormal,-1226.9734634296017,-1343.3181810814035,-1346.3190875849868
Auckland,2000s,26,Gamma,-1660.45676992431,-1758.8017207849539,-1740.6719456415283,Lognormal,-2195.9753296124645,-2346.2733137371706,-2350.6240152599757
Auckland,2000s,27,Gamma,-889.675961323911,-953.0386024090005,-947.4787265148349,Gamma,-1409.8758659764856,-1491.4240854163545,-1480.0075534411915
Auckland,2000s,28,Lognormal,-1054.9512885766633,-1177.4283005510845,-1178.3244695541057,Lognormal,-1643.4565528675535,-1834.0886242018807,-1840.300959051442
Auckland,2000s,29,Gamma,-303.2704671071302,-303.37730738960727,-293.727121642751,Weibull,-536.4807369069647,-497.41774678916534,-485.40603596187566
Auckland,2000s,30,Gamma,-1013.8162499422887,-1052.7466528498157,-1025.6175498623145,Gamma,-1440.9934698894783,-1493.3153864790015,-1475.0272239022481
Auckland,2000s,31,Lognormal,-625.9795050047625,-715.9762543638004,-728.1398866019834,Lognormal,-1027.5842660546969,-1188.5728438331562,-1200.0836895764764
Auckland,2000s,32,Lognormal,-228.2174912446922,-255.68870263746135,-258.3546956904704,Gamma,-407.80706120997843,-431.9101182822788,-431.87196460590644
Auckland,2000s,33,Gamma,-729.1086607192937,-732.6006321096995,-716.9693727501385,Weibull,-1423.4157469639852,-1357.2798113362533,-1333.617200231423
Auckland,2000s,34,Weibull,-160.57270962037586,-157.418658726361,-152.6781412478044,Weibull,-230.3439626976484,-224.43625222567465,-221.65166409987637
Auckland,2000s,35,Gamma,-198.40951328936546,-202.97770850730663,-199.3830756628227,Gamma,-260.162307421331,-275.7009990874572,-275.38133166666086
Auckland,2000s,36,Weibull,-95.74546630884413,-87.22995110989243,-82.47303208140221,Weibull,-152.00981410332903,-130.14065171408595,-125.24888210424251
Auckland,2000s,37,Lognormal,-42.41702580169159,-46.264094486748235,-46.36851765706037,Weibull,-93.94702512733579,-83.09226441375647,-81.00397044037115
Auckland,2000s,38,Gamma,-13.404782773089586,-14.252594717178965,-14.095116710193317,Lognormal,-15.780076317575535,-18.244217486101377,-18.370666136616965
Auckland,2000s,43,Weibull,-16.71922415532109,-16.307154904071417,-16.061951377414765,Gamma,-29.243905768150803,-29.562972657687723,-29.507813185655323
Auckland,2000s,46,Weibull,-20.663080447314936,-20.36595780739995,-20.1004489382252,Weibull,-35.67642189861033,-35.12691124769959,-34.967977887898904
Auckland,2000s,49,Weibull,-13.047324749397646,-12.727729067582587,-12.437610853332465,Weibull,-25.78698293933824,-24.223129838113742,-23.98286999280188
Auckland,2010s,5,Weibull,-22.272998710046394,-20.4175359034749,-18.973285719682465,Weibull,-22.290206078795542,-18.31275582645846,-16.619802374222843
Auckland,2010s,6,Weibull,-32.57130957753838,-27.53547725476134,-23.401811354491244,Weibull,-28.229658889956546,-23.97612861827572,-20.966514563364075
Auckland,2010s,7,Weibull,-39.93389366102706,-38.897886900600156,-37.19108302509522,Gamma,-14.116974006648903,-15.642767554054778,-15.313351251893849
Auckland,2010s,8,Gamma,-149.39760277237173,-150.18326597897482,-145.47241271294968,Gamma,-127.25025389229165,-133.0706284942743,-131.3255831936349
Auckland,2010s,9,Weibull,-297.8930615584003,-297.10131464091637,-290.6983780257508,Weibull,-233.86613826967138,-230.43306068308934,-225.79288350583906
Auckland,2010s,10,Gamma,-219.77725249690184,-228.70921607452996,-225.34690639126467,Lognormal,-163.07976786416623,-181.7978709203063,-182.79181799490033
Auckland,2010s,11,Gamma,-461.7326158721626,-473.27025510171023,-468.1776017468571,Gamma,-529.8200134549526,-537.2529310741977,-534.6765489104596
Auckland,2010s,12,Gamma,-488.91076033843586,-499.1587755273654,-487.6333639899372,Gamma,-580.4224170056203,-601.9460320274267,-598.1106285586965
Auckland,2010s,13,Weibull,-612.2477595530041,-609.8393173550538,-594.5037828543756,Weibull,-622.2818335900965,-610.3005498959952,-601.5992769781994
Auckland,2010s,14,Gamma,-407.2953725643837,-414.7918229237788,-407.04004924253627,Weibull,-382.01861593070424,-362.2364714220564,-353.502136105015
Auckland,2010s,15,Gamma,-404.10829367987657,-404.44423183142624,-399.2690523522336,Gamma,-425.8571370492265,-431.11417874283416,-428.4174208924546
Auckland,2010s,16,Weibull,-286.24468957030416,-263.4496513442923,-248.97992702176856,Weibull,-328.42680526461606,-308.8437627089382,-299.5017894364781
Auckland,2010s,17,Weibull,-226.79531285293592,-222.03340708293365,-217.28803387871525,Weibull,-224.2606543082155,-202.4841553429861,-194.9337508772787
Auckland,2010s,18,Weibull,-308.8094974995904,-277.1884524065698,-259.64416609027325,Weibull,-321.443556532683,-306.31287617605136,-297.0042058693696
Auckland,2010s,19,Weibull,-141.58972896480856,-130.17282099556292,-124.85896473374117,Weibull,-147.92425552575264,-132.9994511812817,-128.00651611567952
Auckland,2010s,20,Gamma,-96.17513792521078,-98.71541695931195,-98.11315079524549,Weibull,-107.82590799657434,-101.96727741229869,-99.45454954885632
Auckland,2010s,21,Weibull,-134.74252154521255,-127.03237733052111,-122.77290347446016,Lognormal,-178.63415147575986,-196.26024489770282,-196.8896808762266
Auckland,2010s,22,Weibull,-26.418264932572534,-25.014106496902944,-24.591513528314348,Weibull,-54.957726326983696,-52.57956239236952,-52.40601306510859
Auckland,2010s,23,Weibull,-124.82167027115969,-122.55637610341911,-120.04379584376929,Gamma,-174.5835448580551,-178.42199357435763,-177.98449263470138
Auckland,2010s,25,Weibull,-45.66722493134348,-42.059142683679035,-40.62348134862642,Lognormal,-30.528464897580818,-32.67099976765293,-32.88518174540529
Auckland,2010s,27,Weibull,-1287.0944406060419,-1270.7706609855811,-1249.7527991255727,Weibull,-1492.5585394031202,-1486.620981269195,-1476.1241750031274
Auckland,2010s,28,Weibull,-24.61469009906973,-21.28969343798152,-20.29616157270351,Weibull,-43.10258464348877,-39.8684835288459,-39.63557587617199
Auckland,2010s,29,Lognormal,-30.136804582456648,-32.30849479497812,-32.4359311415856,Weibull,-40.321731315599955,-37.62288632050744,-37.40311950282035
Auckland,2020s,16,Weibull,-195.15333697479534,-185.86766008287742,-180.26769239852842,Gamma,-185.64942976534775,-198.33003975798803,-198.3126599963845
Auckland,2020s,17,Lognormal,-23.314886326991605,-25.971227140436426,-26.128147547326986,Lognormal,-54.322149532404104,-56.69276129354114,-56.721869772458994
Auckland,2020s,19,Lognormal,-88.61775873457641,-95.2162059236787,-95.70225962960092,Gamma,-89.25160316860674,-90.97445363975649,-90.79863236773647
Auckland,2020s,20,Weibull,-13.99482869055685,-11.41745112976328,-10.787470684676057,Weibull,-19.293362229580524,-19.12262010984991,-18.9765534954184
Auckland,2020s,23,Lognormal,-17.94825949666692,-19.19588038194867,-19.433982027578764,Weibull,-30.731438335840473,-30.20083378501463,-30.057525259337275
Auckland,2020s,24,Lognormal,-33.36084281564275,-35.40776507790774,-35.50960695507184,Lognormal,-31.73620088129055,-36.96158684843723,-37.349766933442616
Bay of Plenty,2010s,8,Weibull,-29.919971294077975,-28.497867721264107,-26.058085772644493,Weibull,-7.53258868711983,-6.393013426232892,-5.537498469601683
Bay of Plenty,2010s,9,Weibull,-63.22844720568496,-59.78455544452199,-56.063919824715924,Weibull,-43.69182375063953,-40.26384331044555,-38.28561161189391
Bay of Plenty,2010s,10,Gamma,-164.07748253077378,-176.2432113016099,-175.31734210604236,Gamma,-134.37311104782376,-137.67280798384385,-136.59475007635507
Bay of Plenty,2010s,11,Gamma,-118.30343162906786,-126.41702532867575,-125.40133263888345,Weibull,-143.9187533993924,-136.1701260148356,-131.08914023476413
Bay of Plenty,2010s,12,Gamma,-379.49970890313637,-387.87637564194813,-378.1593771242462,Gamma,-646.4725610932438,-666.0609763629491,-663.0715527464388
Bay of Plenty,2010s,13,Gamma,-298.0492736863746,-302.99001955355214,-293.3018890288293,Gamma,-550.5652469883482,-572.7541090367241,-571.3794318953898
Bay of Plenty,2010s,14,Gamma,-347.1957055869668,-357.89466154965316,-349.2550190247576,Lognormal,-626.9431681797481,-683.201377267864,-685.5208476286706
Bay of Plenty,2010s,15,Gamma,-368.504561206445,-368.8846058440838,-363.87077872473594,Lognormal,-257.0471227965769,-269.79221387089035,-270.25081525242337
Bay of Plenty,2010s,16,Gamma,-520.2754723393585,-520.6579906715034,-512.411858013809,Gamma,-483.09691717970077,-502.2880559480807,-500.55014120356043
Bay of Plenty,2010s,17,Gamma,-701.1857121591414,-732.4696398049475,-718.3279955777821,Gamma,-1194.2334494592208,-1221.817148137247,-1212.686594408711
Bay of Plenty,2010s,18,Gamma,-540.3629144845562,-548.4230828045411,-531.3519955337372,Gamma,-951.7580282524618,-953.6331553443471,-941.5128704174427
Bay of Plenty,2010s,19,Weibull,-323.49913490755125,-322.16388280308075,-311.74524592032697,Lognormal,-647.2573934716281,-701.6837979965264,-702.7329138787161
Bay of Plenty,2010s,20,Weibull,-178.56565717144198,-167.0291831490052,-160.34762517650194,Gamma,-276.71101574368157,-285.33439327553765,-284.45358509267055
Bay of Plenty,2010s,21,Weibull,-206.813701007419,-204.33519328692944,-199.67829591709426,Gamma,-372.74190327417,-374.87018543596116,-373.6493922893513
Bay of Plenty,2010s,23,Weibull,-161.83898208486266,-153.53697358810373,-149.38798817073695,Gamma,-222.6916071209583,-227.02547674161838,-225.92244265881476
Bay of Plenty,2010s,24,Weibull,-55.456094668230975,-49.59303197409615,-47.07854727294763,Weibull,-105.56144970846893,-96.65607986589785,-95.09633818264396
Bay of Plenty,2020s,8,Gamma,-224.7028861965365,-236.85694612043034,-234.32883480347184,Weibull,-267.1290183402104,-264.0980088019312,-261.1094518699673
Bay of Plenty,2020s,9,Weibull,-36.59921225380051,-30.190615214315457,-27.776308036579046,Weibull,-67.37333375517127,-62.00304407271399,-60.83190162010696
Bay of Plenty,2020s,10,Gamma,-152.7727933301092,-160.50986646326356,-158.4244335960433,Gamma,-231.7296222283427,-235.61749923117856,-233.83545116475068
Bay of Plenty,2020s,11,Lognormal,-387.3739730800786,-432.16704723404365,-434.18384975433594,Lognormal,-406.3030807327441,-442.1028325380703,-446.3029882307016
Bay of Plenty,2020s,12,Gamma,-530.5409849744161,-559.9730089424762,-554.28210864445,Lognormal,-515.3145295762706,-547.7787317847302,-549.9441880340455
Bay of Plenty,2020s,13,Gamma,-435.52755275187474,-448.8496578165065,-442.0563270069552,Lognormal,-424.01060074058796,-450.0175414422073,-451.20107789350504
Bay of Plenty,2020s,14,Weibull,-361.6274232427467,-356.3913308024397,-345.5812687116641,Lognormal,-326.82171418386383,-349.69738054567824,-351.6454358519725
Bay of Plenty,2020s,15,Gamma,-241.675014868124,-249.4272840491358,-244.47976060116713,Weibull,-286.5562405776772,-285.3680559980053,-281.93162073686824
Bay of Plenty,2020s,16,Gamma,-123.89512458454772,-127.23493783087193,-125.57906686419261,Weibull,-264.75085202286516,-257.05045953785356,-254.28413291765742
Bay of Plenty,2020s,17,Gamma,-136.5734755007243,-138.32178679967754,-135.14043016398557,Gamma,-357.2952571858943,-362.32339610339614,-359.98247696287433
Bay of Plenty,2020s,18,Lognormal,-134.29344085508887,-148.51009143124176,-148.96454826500832,Weibull,-283.6947031122628,-281.73253109694446,-280.24253803966127
Bay of Plenty,2020s,19,Gamma,-71.65664655653923,-73.56452598825545,-73.25459801814507,Lognormal,-93.03581507090033,-104.2204479340648,-105.60220681087365
Bay of Plenty,2020s,20,Gamma,-235.91345682604174,-240.39610730936954,-236.02374294927105,Weibull,-464.7242345759093,-453.83560141781845,-433.2001442679027
Bay of Plenty,2020s,21,Weibull,-347.11488317608314,-337.8021451043017,-328.2316353794385,Weibull,-347.65192612062305,-345.2698259426422,-341.0550515046068
Bay of Plenty,2020s,22,Gamma,-225.23462655784306,-227.68073327080882,-221.09492986869986,Weibull,-366.3813021323409,-351.68837501819934,-347.37582338207443
Bay of Plenty,2020s,23,Gamma,-120.78828567726687,-123.04936624836228,-121.01965317066661,Lognormal,-156.34345816055344,-175.97190905976709,-178.00860309630258
Bay of Plenty,2020s,24,Gamma,-313.60313950089403,-317.09522386150786,-306.836720000438,Weibull,-345.053458982556,-339.366399538284,-332.89880361254075
Bay of Plenty,2020s,25,Gamma,-271.2315344423397,-276.6832168142264,-272.2562407612083,Gamma,-508.40819013767316,-508.78294698552827,-505.29056265162063
Bay of Plenty,2020s,26,Gamma,-71.24192444709166,-72.54047894538851,-71.79073666750176,Gamma,-102.94658765447006,-109.2031288209525,-109.134797178958
Bay of Plenty,2020s,27,Weibull,-138.23454781198686,-131.67585711418172,-126.34776945557516,Lognormal,-189.53257725615188,-210.0482886706022,-210.78775088501305
Bay of Plenty,2020s,28,Weibull,-31.955490070609258,-30.450347275384097,-29.404832497960093,Weibull,-85.98362300484831,-84.50339574657431,-84.20130785342178
Bay of Plenty,2020s,30,Weibull,-57.56993478178315,-55.53600863876254,-53.94735492759261,Lognormal,-87.93766932201648,-97.35669852079147,-97.96161460332829
Canterbury,1940s,20,Weibull,-145.77107441403794,-142.2837808909759,-139.41408545276315,Weibull,-155.80041806938254,-81.73492173342449,-42.70087437611663
Canterbury,1950s,9,Weibull,-242.1287977683725,-236.65065616739574,-233.42780806852323,Weibull,-156.3737468061776,-154.65834585916156,-152.93238470495464
Canterbury,1950s,11,Gamma,-264.30931473899955,-264.900025632904,-262.6791949025629,Weibull,-197.01173464066798,-188.4761578053123,-185.36195856754682
Canterbury,1950s,13,Weibull,-68.62996441363872,-66.22064608526031,-64.28131413358616,Gamma,-73.5191769109141,-74.1488731228598,-73.08100605151746
Canterbury,1950s,14,Weibull,-227.43967714294283,-213.37416323614787,-206.80621600361593,Gamma,-169.69797324605105,-170.54477029999885,-169.5603284863811
Canterbury,1950s,16,Weibull,-130.0261829342542,-117.5243284112394,-112.62793645105464,Weibull,-101.75280710139357,-93.46834909955425,-90.9372697660722
Canterbury,1950s,17,Weibull,-69.5707114899901,-63.71805309964607,-61.43801327665969,Weibull,-93.68051045748676,-87.07296563459157,-86.28468448998306
Canterbury,1950s,18,Weibull,-146.69137412802098,-137.77117350725797,-133.01962326258348,Weibull,-153.92993391536595,-143.92774377434085,-141.31852311458312
Canterbury,1950s,19,Weibull,-91.97418581790069,-84.86017570971258,-82.61663393465766,Weibull,-117.14352825618774,-106.96388338757991,-105.39142258620515
Canterbury,1950s,20,Weibull,-99.04667970932752,-89.84955346350729,-84.73950166274909,Weibull,-124.78296536851647,-114.00818681988895,-111.66271231973339
Canterbury,1950s,21,Weibull,-119.57992264320005,-113.73639208336827,-109.43152394266325,Weibull,-174.57070982588365,-164.0015598621756,-161.7611902346484
Canterbury,1950s,23,Weibull,-31.008586442208944,-31.008036605915052,-30.783783805774632,Weibull,-45.47309054689774,-41.22839031555556,-40.82677768975576
Canterbury,1950s,24,Gamma,-111.8202223587896,-112.52654793379823,-111.51007061136679,Gamma,-139.26617150970205,-143.90411188647155,-143.87429986336122
Canterbury,1950s,26,Weibull,-144.1941254935145,-116.87791157642229,-103.97995462342803,Weibull,-163.78163406453643,-111.86932031781873,-99.92607768603467
Canterbury,1950s,30,Weibull,-74.47077159286764,-69.85022191379599,-66.62073370807761,Weibull,-106.99888973583278,-87.68208049868359,-84.38901195856812
Canterbury,1960s,7,Gamma,-197.907086010106,-200.07560244058973,-198.40660668185672,Gamma,-157.85221674864945,-161.10204568653748,-160.24314538950563
Canterbury,1960s,8,Lognormal,-139.18214900086494,-144.70021818362903,-144.89587584403716,Weibull,-131.19375729873343,-129.9549852817299,-128.40898646461773
Canterbury,1960s,9,Weibull,-336.94723314298375,-334.292577161185,-330.29646296266515,Gamma,-204.36526678839266,-204.36839481606094,-201.9709735630799
Canterbury,1960s,10,Weibull,-357.0135892666725,-353.56260906989075,-347.9579346383555,Gamma,-225.71164486109407,-226.04134257792185,-223.05999372447863
Canterbury,1960s,11,Lognormal,-301.95793927252555,-310.4146183426413,-311.531470380297,Gamma,-149.11788064400633,-154.70682715548242,-154.5854836308076
Canterbury,1960s,12,Weibull,-583.2964000691209,-578.5493059393431,-566.6338357922261,Weibull,-415.54349968929597,-412.4532858767493,-406.1026116511457
Canterbury,1960s,13,Gamma,-318.78823587668103,-328.25711189947117,-326.4706170372134,Gamma,-274.3637780656058,-290.05625033232025,-288.4811098729273
Canterbury,1960s,14,Gamma,-631.9130666820339,-633.7311450663175,-615.9725056555279,Weibull,-838.9279156093165,-794.3531952198156,-778.714242476015
Canterbury,1960s,15,Weibull,-99.82070409078044,-85.08983380278072,-72.35797139679478,Weibull,-100.61857975288304,-89.5899946539011,-82.77342107969133
Canterbury,1960s,16,Weibull,-625.7834964980104,-558.0966882087398,-501.29415076706186,Weibull,-886.0659505591025,-756.8670126846719,-718.2587201056316
Canterbury,1960s,17,Weibull,-239.21159414794994,-223.53712379708537,-215.2019482496656,Weibull,-293.0627371169505,-270.75975354078275,-266.3127977527982
Canterbury,1960s,18,Weibull,-754.9861107198894,-726.7973190171506,-703.388946893325,Gamma,-773.2058088991898,-785.9499886332225,-776.9909470060819
Canterbury,1960s,20,Gamma,-246.70275850982787,-260.5944853549492,-257.9658467611771,Gamma,-244.1708713936933,-259.7537794749636,-259.04362820811207
